Player 1,Player 2,Partnership Career Span,Partnership Career Start,Partnership Career End,Number Of Partnerships,Unbroken Partnerships,Total Partnership Runs,Highest Partnership,Avg Partnership Per Dismissal,Century Partnerships,Fifty Runs And Over Partnerships,Country
WTS Porterfield, SW Poynter,2015-2016,2015,2016,3,0,81,39,27,0,0,Ireland
GH Dockrell, Simi Singh,2018-2018,2018,2018,2,0,74,41,37,0,0,Ireland
MC Sorensen, GC Wilson,2012-2014,2012,2014,2,1,70,47*,70,0,0,Ireland
AR Cusack, GC Wilson,2008-2012,2008,2012,6,0,69,32,11.5,0,0,Ireland
Simi Singh, PR Stirling,2018-2018,2018,2018,1,0,68,68,68,0,1,Ireland
DT Johnston, PR Stirling,2013-2013,2013,2013,1,0,64,64,64,0,1,Ireland
GJ Thompson, GC Wilson,2017-2017,2017,2017,4,0,64,24,16,0,0,Ireland
NJ O'Brien, PR Stirling,2010-2015,2010,2015,6,0,63,39,10.5,0,0,Ireland
AR Cusack, JF Mooney,2009-2015,2009,2015,3,1,60,23,30,0,0,Ireland
DT Johnston, KJ O'Brien,2008-2012,2008,2012,4,2,60,23*,30,0,0,Ireland
KJ O'Brien, GJ Thompson,2016-2016,2016,2016,1,0,59,59,59,0,1,Ireland
KJ O'Brien, SR Thompson,2015-2018,2015,2018,5,2,57,21,19,0,0,Ireland
SR Thompson, GC Wilson,2014-2018,2014,2018,5,0,55,20,11,0,0,Ireland
GH Dockrell, AR McBrine,2016-2017,2016,2017,3,2,54,23*,54,0,0,Ireland
AR McBrine, GC Wilson,2017-2017,2017,2017,4,0,49,36,12.25,0,0,Ireland
A Balbirnie, JNK Shannon,2018-2018,2018,2018,2,0,47,41,23.5,0,0,Ireland
AR McBrine, GJ Thompson,2016-2017,2016,2017,3,0,46,31,15.33,0,0,Ireland
AD Poynter, GC Wilson,2012-2014,2012,2014,3,0,46,37,15.33,0,0,Ireland
A Balbirnie, AD Poynter,2015-2015,2015,2015,1,0,45,45,45,0,0,Ireland
EC Joyce, JF Mooney,2012-2012,2012,2012,2,1,45,27*,45,0,0,Ireland
BJ McCarthy, Simi Singh,2018-2018,2018,2018,1,1,44,44*,-,0,0,Ireland
AR Cusack, PR Stirling,2010-2012,2010,2012,2,0,42,27,21,0,0,Ireland
MC Sorensen, SR Thompson,2014-2015,2014,2015,2,1,42,42*,42,0,0,Ireland
SW Poynter, GC Wilson,2016-2018,2016,2018,2,1,41,28,41,0,0,Ireland
AR Cusack, EC Joyce,2012-2012,2012,2012,1,0,39,39,39,0,0,Ireland
AR Cusack, DT Johnston,2009-2012,2009,2012,3,0,38,18,12.66,0,0,Ireland
AR White, GC Wilson,2008-2010,2008,2010,2,1,37,32,37,0,0,Ireland
A Balbirnie, KJ O'Brien,2015-2015,2015,2015,1,0,36,36,36,0,0,Ireland
KJ O'Brien, DA Rankin,2015-2015,2015,2015,1,0,35,35,35,0,0,Ireland
GH Dockrell, TE Kane,2015-2018,2015,2018,2,1,32,24*,32,0,0,Ireland
EC Joyce, NJ O'Brien,2012-2012,2012,2012,2,0,32,22,16,0,0,Ireland
AC Botha, WTS Porterfield,2010-2010,2010,2010,1,0,29,29,29,0,0,Ireland
TJ Murtagh, WB Rankin,2016-2016,2016,2016,2,2,29,27*,-,0,0,Ireland
NJ O'Brien, AR White,2008-2009,2008,2009,2,0,29,28,14.5,0,0,Ireland
TE Kane, KJ O'Brien,2015-2015,2015,2015,1,0,28,28,28,0,0,Ireland
J Anderson, DA Rankin,2015-2015,2015,2015,1,0,27,27,27,0,0,Ireland
SW Poynter, SR Thompson,2015-2018,2015,2018,4,1,27,18,9,0,0,Ireland
JNK Shannon, Simi Singh,2018-2018,2018,2018,1,0,27,27,27,0,0,Ireland
GH Dockrell, GC Wilson,2017-2018,2017,2018,2,1,26,24*,26,0,0,Ireland
A Balbirnie, WTS Porterfield,2015-2018,2015,2018,4,0,24,9,6,0,0,Ireland
DT Johnston, AR White,2008-2010,2008,2010,2,0,24,20,12,0,0,Ireland
AR Cusack, NG Jones,2012-2012,2012,2012,1,1,22,22*,-,0,0,Ireland
DT Johnston, NG Jones,2012-2012,2012,2012,1,1,22,22*,-,0,0,Ireland
AC Botha, PR Stirling,2010-2010,2010,2010,2,0,21,21,10.5,0,0,Ireland
AR Cusack, AR White,2009-2009,2009,2009,2,0,21,19,10.5,0,0,Ireland
GJ Thompson, L Tucker,2016-2017,2016,2017,3,0,21,11,7,0,0,Ireland
AR Cusack, WK McCallan,2009-2009,2009,2009,1,1,20,20*,-,0,0,Ireland
TJ Murtagh, MC Sorensen,2014-2016,2014,2016,2,1,20,17,20,0,0,Ireland
WTS Porterfield, JNK Shannon,2018-2018,2018,2018,2,0,20,16,10,0,0,Ireland
AR Cusack, WTS Porterfield,2015-2015,2015,2015,1,1,18,18*,-,0,0,Ireland
GH Dockrell, GJ Thompson,2017-2017,2017,2017,3,0,18,17,6,0,0,Ireland
WTS Porterfield, Simi Singh,2018-2018,2018,2018,1,0,17,17,17,0,0,Ireland
J Anderson, SW Poynter,2015-2015,2015,2015,1,0,16,16,16,0,0,Ireland
GH Dockrell, WTS Porterfield,2015-2016,2015,2016,2,0,16,9,8,0,0,Ireland
GH Dockrell, SR Thompson,2015-2018,2015,2018,2,0,16,12,8,0,0,Ireland
DT Johnston, TJ Murtagh,2012-2012,2012,2012,1,0,15,15,15,0,0,Ireland
NJ O'Brien, SR Thompson,2016-2016,2016,2016,1,0,15,15,15,0,0,Ireland
AC Botha, DT Johnston,2008-2010,2008,2010,2,0,14,11,7,0,0,Ireland
NG Jones, JF Mooney,2010-2010,2010,2010,1,0,14,14,14,0,0,Ireland
NJ O'Brien, SW Poynter,2016-2016,2016,2016,1,0,14,14,14,0,0,Ireland
AD Poynter, DA Rankin,2015-2015,2015,2015,1,0,14,14,14,0,0,Ireland
DA Rankin, JNK Shannon,2016-2016,2016,2016,1,0,14,14,14,0,0,Ireland
R Strydom, AR White,2008-2008,2008,2008,1,1,14,14*,-,0,0,Ireland
AR McBrine, TJ Murtagh,2016-2016,2016,2016,1,0,13,13,13,0,0,Ireland
KJ O'Brien, MC Sorensen,2016-2016,2016,2016,1,0,13,13,13,0,0,Ireland
NJ O'Brien, MC Sorensen,2016-2016,2016,2016,2,0,13,11,6.5,0,0,Ireland
JNK Shannon, GC Wilson,2018-2018,2018,2018,1,0,13,13,13,0,0,Ireland
AC Botha, KJ O'Brien,2008-2009,2008,2009,3,0,12,6,4,0,0,Ireland
AR Cusack, MC Sorensen,2013-2014,2013,2014,2,1,12,10,12,0,0,Ireland
WB Rankin, SR Thompson,2018-2018,2018,2018,1,0,12,12,12,0,0,Ireland
GH Dockrell, J Mulder,2017-2017,2017,2017,2,1,11,11*,11,0,0,Ireland
AR McBrine, AD Poynter,2016-2016,2016,2016,1,1,11,11*,-,0,0,Ireland
JNK Shannon, MC Sorensen,2013-2013,2013,2013,1,0,11,11,11,0,0,Ireland
JP Bray, WTS Porterfield,2009-2009,2009,2009,2,0,10,6,5,0,0,Ireland
NG Jones, GC Wilson,2010-2010,2010,2010,1,0,10,10,10,0,0,Ireland
AD Poynter, MC Sorensen,2016-2016,2016,2016,1,1,10,10*,-,0,0,Ireland
Simi Singh, GC Wilson,2018-2018,2018,2018,3,0,10,4,3.33,0,0,Ireland
AR Cusack, GH Dockrell,2015-2015,2015,2015,1,0,9,9,9,0,0,Ireland
GH Dockrell, SW Poynter,2018-2018,2018,2018,1,0,9,9,9,0,0,Ireland
WK McCallan, WB Rankin,2009-2009,2009,2009,1,1,9,9*,-,0,0,Ireland
KJ O'Brien, AR White,2009-2009,2009,2009,1,0,9,9,9,0,0,Ireland
PKD Chase, WB Rankin,2018-2018,2018,2018,2,1,8,6*,8,0,0,Ireland
AR Cusack, KJ O'Brien,2010-2012,2010,2012,3,0,8,6,2.66,0,0,Ireland
GH Dockrell, WB Rankin,2012-2018,2012,2018,2,1,8,5*,8,0,0,Ireland
DT Johnston, RM West,2009-2009,2009,2009,1,0,8,8,8,0,0,Ireland
EC Joyce, AR White,2012-2012,2012,2012,1,0,8,8,8,0,0,Ireland
JF Mooney, WTS Porterfield,2015-2015,2015,2015,1,0,8,8,8,0,0,Ireland
SW Poynter, JNK Shannon,2018-2018,2018,2018,1,0,8,8,8,0,0,Ireland
SW Poynter, Simi Singh,2018-2018,2018,2018,1,0,8,8,8,0,0,Ireland
J Little, WB Rankin,2018-2018,2018,2018,1,0,7,7,7,0,0,Ireland
SW Poynter, DA Rankin,2015-2015,2015,2015,1,0,7,7,7,0,0,Ireland
DT Johnston, NJ O'Brien,2013-2013,2013,2013,1,0,6,6,6,0,0,Ireland
JF Mooney, RM West,2009-2009,2009,2009,1,1,6,6*,-,0,0,Ireland
AD Poynter, AR White,2012-2012,2012,2012,1,1,6,6*,-,0,0,Ireland
A Balbirnie, NJ O'Brien,2016-2016,2016,2016,1,0,5,5,5,0,0,Ireland
AC Botha, JF Mooney,2009-2010,2009,2010,2,0,5,5,2.5,0,0,Ireland
PKD Chase, GH Dockrell,2018-2018,2018,2018,1,1,5,5*,-,0,0,Ireland
PC Connell, AR White,2010-2010,2010,2010,1,1,5,5*,-,0,0,Ireland
GH Dockrell, MC Sorensen,2016-2016,2016,2016,1,0,5,5,5,0,0,Ireland
EC Joyce, SR Thompson,2014-2014,2014,2014,1,0,5,5,5,0,0,Ireland
WTS Porterfield, AD Poynter,2014-2014,2014,2014,1,0,5,5,5,0,0,Ireland
WTS Porterfield, DA Rankin,2016-2016,2016,2016,1,0,5,5,5,0,0,Ireland
DA Rankin, SP Terry,2016-2016,2016,2016,1,0,5,5,5,0,0,Ireland
J Anderson, A Balbirnie,2015-2015,2015,2015,1,0,4,4,4,0,0,Ireland
AC Botha, GH Dockrell,2010-2010,2010,2010,1,0,4,4,4,0,0,Ireland
PKD Chase, J Little,2018-2018,2018,2018,1,0,4,4,4,0,0,Ireland
RD McCann, WB Rankin,2012-2012,2012,2012,1,0,4,4,4,0,0,Ireland
AC Botha, WB Rankin,2010-2010,2010,2010,1,0,3,3,3,0,0,Ireland
PC Connell, RM West,2009-2009,2009,2009,1,0,3,3,3,0,0,Ireland
TE Kane, WTS Porterfield,2015-2015,2015,2015,1,0,3,3,3,0,0,Ireland
AR McBrine, KJ O'Brien,2016-2016,2016,2016,1,0,3,3,3,0,0,Ireland
AR McBrine, NJ O'Brien,2016-2016,2016,2016,2,1,3,3*,3,0,0,Ireland
J Mulder, L Tucker,2016-2016,2016,2016,1,0,3,3,3,0,0,Ireland
WB Rankin, GJ Thompson,2017-2017,2017,2017,1,0,3,3,3,0,0,Ireland
GJ Thompson, CA Young,2017-2017,2017,2017,1,0,3,3,3,0,0,Ireland
AC Botha, AR Cusack,2010-2010,2010,2010,1,0,2,2,2,0,0,Ireland
AR Cusack, SR Thompson,2014-2014,2014,2014,1,1,2,2*,-,0,0,Ireland
GH Dockrell, J Little,2018-2018,2018,2018,2,0,2,2,1,0,0,Ireland
DT Johnston, MC Sorensen,2012-2013,2012,2013,2,1,2,2*,2,0,0,Ireland
DT Johnston, R Strydom,2008-2008,2008,2008,1,0,2,2,2,0,0,Ireland
NG Jones, EC Joyce,2012-2012,2012,2012,1,0,2,2,2,0,0,Ireland
GE Kidd, AR White,2010-2010,2010,2010,1,1,2,2*,-,0,0,Ireland
J Little, J Mulder,2016-2016,2016,2016,1,0,2,2,2,0,0,Ireland
J Little, CA Young,2016-2016,2016,2016,1,0,2,2,2,0,0,Ireland
JF Mooney, NJ O'Brien,2009-2009,2009,2009,1,0,2,2,2,0,0,Ireland
J Mulder, GJ Thompson,2017-2017,2017,2017,1,0,2,2,2,0,0,Ireland
KJ O'Brien, JNK Shannon,2016-2018,2016,2018,2,0,2,2,1,0,0,Ireland
AD Poynter, SR Thompson,2016-2016,2016,2016,1,0,2,2,2,0,0,Ireland
A Balbirnie, Simi Singh,2018-2018,2018,2018,1,0,1,1,1,0,0,Ireland
PC Connell, JF Mooney,2010-2010,2010,2010,1,0,1,1,1,0,0,Ireland
GH Dockrell, BJ McCarthy,2017-2017,2017,2017,2,0,1,1,0.5,0,0,Ireland
WK McCallan, RM West,2009-2009,2009,2009,1,0,1,1,1,0,0,Ireland
RD McCann, AR White,2012-2012,2012,2012,1,0,1,1,1,0,0,Ireland
JF Mooney, SW Poynter,2015-2015,2015,2015,1,0,1,1,1,0,0,Ireland
RM West, AR White,2009-2009,2009,2009,1,0,1,1,1,0,0,Ireland
AR Cusack, CA Young,2015-2015,2015,2015,1,0,0,0,0,0,0,Ireland
GH Dockrell, JF Mooney,2010-2015,2010,2015,2,0,0,0,0,0,0,Ireland
GH Dockrell, TJ Murtagh,2016-2016,2016,2016,1,0,0,0,0,0,0,Ireland
GH Dockrell, NJ O'Brien,2016-2016,2016,2016,1,0,0,0,0,0,0,Ireland
DT Johnston, EC Joyce,2012-2012,2012,2012,1,0,0,0,0,0,0,Ireland
DT Johnston, WK McCallan,2009-2009,2009,2009,1,0,0,0,0,0,0,Ireland
AR McBrine, L Tucker,2017-2017,2017,2017,1,0,0,0,0,0,0,Ireland
WK McCallan, AR White,2009-2009,2009,2009,1,0,0,0,0,0,0,Ireland
JF Mooney, PR Stirling,2010-2010,2010,2010,1,0,0,0,0,0,0,Ireland
JF Mooney, SR Thompson,2015-2015,2015,2015,1,0,0,0,0,0,0,Ireland
NJ O'Brien, AD Poynter,2016-2016,2016,2016,1,0,0,0,0,0,0,Ireland
KJ Coetzer, HG Munsey,2015-2018,2015,2018,21,0,690,96,32.85,0,8,Scotland
RD Berrington, CS MacLeod,2012-2018,2012,2018,21,2,554,127,29.15,1,2,Scotland
KJ Coetzer, MH Cross,2015-2017,2015,2017,9,0,375,75,41.66,0,4,Scotland
KJ Coetzer, CS MacLeod,2012-2018,2012,2018,15,0,291,83,19.4,0,1,Scotland
RD Berrington, PL Mommsen,2012-2016,2012,2016,9,1,288,67*,36,0,4,Scotland
MH Cross, CS MacLeod,2013-2018,2013,2018,8,0,216,71,27,0,1,Scotland
RD Berrington, KJ Coetzer,2008-2018,2008,2018,11,0,182,44,16.54,0,0,Scotland
KJ Coetzer, RR Watson,2008-2010,2008,2010,3,0,180,102,60,1,1,Scotland
MW Machan, CS MacLeod,2013-2016,2013,2016,5,0,148,76,29.6,0,1,Scotland
RD Berrington, MH Cross,2013-2018,2013,2018,3,0,143,78,47.66,0,2,Scotland
RD Berrington, MW Machan,2013-2016,2013,2016,4,0,127,64,31.75,0,1,Scotland
CS MacLeod, PL Mommsen,2012-2016,2012,2016,6,1,121,54,24.2,0,1,Scotland
MA Leask, MW Machan,2013-2013,2013,2013,2,0,117,111,58.5,1,0,Scotland
KJ Coetzer, MW Machan,2013-2016,2013,2016,6,1,114,29,22.8,0,0,Scotland
KJ Coetzer, DF Watts,2010-2012,2010,2012,3,0,113,79,37.66,0,1,Scotland
MH Cross, HG Munsey,2016-2018,2016,2018,3,0,106,84,35.33,0,1,Scotland
MW Machan, PL Mommsen,2013-2016,2013,2016,4,0,102,41,25.5,0,0,Scotland
MW Machan, RML Taylor,2013-2013,2013,2013,3,1,101,72*,50.5,0,1,Scotland
NS Poonia, CJO Smith,2008-2008,2008,2008,2,1,96,92*,96,0,1,Scotland
PL Mommsen, SM Sharif,2015-2016,2015,2016,2,0,93,80,46.5,0,1,Scotland
KJ Coetzer, NS Poonia,2008-2010,2008,2010,5,1,89,59,22.25,0,1,Scotland
GM Hamilton, NFI McCallum,2010-2010,2010,2010,2,0,74,66,37,0,1,Scotland
MA Leask, PL Mommsen,2013-2016,2013,2016,4,0,66,51,16.5,0,1,Scotland
GM Hamilton, JH Stander,2010-2010,2010,2010,1,0,65,65,65,0,1,Scotland
KJ Coetzer, GD Drummond,2010-2010,2010,2010,1,0,62,62,62,0,1,Scotland
RD Berrington, CD Wallace,2015-2017,2015,2017,3,2,60,56*,60,0,1,Scotland
RD Berrington, DE Budge,2018-2018,2018,2018,2,1,59,30,59,0,0,Scotland
RD Berrington, HG Munsey,2015-2018,2015,2018,3,0,56,28,18.66,0,0,Scotland
MH Cross, MA Leask,2015-2018,2015,2018,2,0,56,43,28,0,0,Scotland
CS MacLeod, CD Wallace,2013-2017,2013,2017,2,1,50,35,50,0,0,Scotland
RD Berrington, NFI McCallum,2008-2008,2008,2008,1,0,40,40,40,0,0,Scotland
CD de Lange, CD Wallace,2017-2017,2017,2017,2,0,40,31,20,0,0,Scotland
KJ Coetzer, JH Stander,2009-2012,2009,2012,5,0,39,27,7.8,0,0,Scotland
RM Haq, JD Nel,2007-2010,2007,2010,3,1,39,21*,19.5,0,0,Scotland
KJ Coetzer, RM Haq,2009-2009,2009,2009,1,0,38,38,38,0,0,Scotland
RR Watson, DF Watts,2007-2010,2007,2010,4,0,38,28,9.5,0,0,Scotland
NS Poonia, DF Watts,2007-2008,2007,2008,2,0,36,29,18,0,0,Scotland
RD Berrington, MA Leask,2015-2016,2015,2016,2,0,35,22,17.5,0,0,Scotland
GM Hamilton, RR Watson,2008-2009,2008,2009,2,0,35,29,17.5,0,0,Scotland
MM Iqbal, PL Mommsen,2013-2013,2013,2013,1,0,35,35,35,0,0,Scotland
RD Berrington, JH Davey,2012-2016,2012,2016,2,0,34,29,17,0,0,Scotland
D Murphy, RML Taylor,2013-2013,2013,2013,1,0,34,34,34,0,0,Scotland
DE Budge, MA Leask,2018-2018,2018,2018,2,0,32,25,16,0,0,Scotland
MH Cross, MW Machan,2016-2016,2016,2016,2,0,32,18,16,0,0,Scotland
NS Poonia, RR Watson,2009-2009,2009,2009,1,0,30,30,30,0,0,Scotland
KJ Coetzer, R Flannigan,2012-2012,2012,2012,1,0,29,29,29,0,0,Scotland
MM Iqbal, D Murphy,2013-2013,2013,2013,1,0,29,29,29,0,0,Scotland
PL Mommsen, HG Munsey,2015-2015,2015,2015,1,0,28,28,28,0,0,Scotland
JH Davey, SM Sharif,2017-2017,2017,2017,1,1,27,27*,-,0,0,Scotland
DE Budge, CS MacLeod,2018-2018,2018,2018,2,0,26,13,13,0,0,Scotland
MM Iqbal, MW Machan,2013-2013,2013,2013,1,0,25,25,25,0,0,Scotland
GD Drummond, SJS Smith,2010-2010,2010,2010,1,0,23,23,23,0,0,Scotland
RM Haq, CM Wright,2007-2007,2007,2007,1,0,23,23,23,0,0,Scotland
MM Iqbal, CS MacLeod,2013-2013,2013,2013,1,0,23,23,23,0,0,Scotland
MA Leask, CS MacLeod,2018-2018,2018,2018,2,0,23,13,11.5,0,0,Scotland
DE Budge, MH Cross,2018-2018,2018,2018,1,1,22,22*,-,0,0,Scotland
KJ Coetzer, NFI McCallum,2009-2010,2009,2010,2,0,22,22,11,0,0,Scotland
JH Davey, PL Mommsen,2015-2016,2015,2016,2,0,22,12,11,0,0,Scotland
GM Hamilton, NS Poonia,2008-2009,2008,2009,2,0,21,17,10.5,0,0,Scotland
GM Hamilton, DF Watts,2007-2010,2007,2010,2,0,21,15,10.5,0,0,Scotland
PL Mommsen, CD Wallace,2012-2012,2012,2012,1,1,21,21*,-,0,0,Scotland
R Flannigan, DF Watts,2012-2012,2012,2012,1,0,20,20,20,0,0,Scotland
RD Berrington, JH Stander,2012-2012,2012,2012,1,0,19,19,19,0,0,Scotland
RM Haq, CJO Smith,2007-2007,2007,2007,1,0,19,19,19,0,0,Scotland
RD Berrington, GD Drummond,2008-2010,2008,2010,2,0,18,13,9,0,0,Scotland
CS MacLeod, RML Taylor,2016-2016,2016,2016,1,0,18,18,18,0,0,Scotland
RD Berrington, DF Watts,2010-2010,2010,2010,1,0,17,17,17,0,0,Scotland
MRJ Watt, BTJ Wheal,2016-2017,2016,2017,2,1,17,12*,17,0,0,Scotland
G Goudie, PL Mommsen,2012-2013,2012,2013,2,1,16,9*,16,0,0,Scotland
SM Sharif, CD Wallace,2017-2017,2017,2017,1,0,16,16,16,0,0,Scotland
RD Berrington, GM Hamilton,2010-2010,2010,2010,3,0,15,15,5,0,0,Scotland
CS MacLeod, HG Munsey,2015-2016,2015,2016,2,1,15,14*,15,0,0,Scotland
KJ Coetzer, G Goudie,2012-2012,2012,2012,1,0,13,13,13,0,0,Scotland
RM Haq, SJS Smith,2010-2010,2010,2010,2,0,13,11,6.5,0,0,Scotland
JH Stander, CD Wallace,2012-2012,2012,2012,1,0,13,13,13,0,0,Scotland
JH Stander, DF Watts,2010-2012,2010,2012,2,0,13,7,6.5,0,0,Scotland
KJ Coetzer, RML Taylor,2013-2013,2013,2013,2,0,12,12,6,0,0,Scotland
GD Drummond, GA Rogers,2008-2009,2008,2009,2,0,12,10,6,0,0,Scotland
MW Machan, HG Munsey,2016-2016,2016,2016,1,0,12,12,12,0,0,Scotland
CS MacLeod, JH Stander,2012-2012,2012,2012,2,0,12,9,6,0,0,Scotland
JD Nel, SJS Smith,2010-2010,2010,2010,1,0,12,12,12,0,0,Scotland
RD Berrington, FRJ Coleman,2013-2013,2013,2013,1,0,11,11,11,0,0,Scotland
CS MacLeod, SM Sharif,2018-2018,2018,2018,1,0,11,11,11,0,0,Scotland
RD Berrington, NM Carter,2013-2013,2013,2013,1,0,9,9,9,0,0,Scotland
JD Nel, GA Rogers,2008-2008,2008,2008,1,0,9,9,9,0,0,Scotland
KJ Coetzer, GM Hamilton,2008-2010,2008,2010,3,0,8,8,2.66,0,0,Scotland
CD de Lange, SM Sharif,2015-2017,2015,2017,2,0,8,8,4,0,0,Scotland
AC Evans, MRJ Watt,2016-2016,2016,2016,1,0,8,8,8,0,0,Scotland
R Flannigan, PL Mommsen,2012-2012,2012,2012,1,0,8,8,8,0,0,Scotland
RM Haq, JH Stander,2012-2012,2012,2012,1,1,8,8*,-,0,0,Scotland
RM Haq, CD Wallace,2012-2012,2012,2012,1,1,8,8*,-,0,0,Scotland
NFI McCallum, DF Watts,2007-2010,2007,2010,2,0,8,7,4,0,0,Scotland
MW Machan, D Murphy,2013-2013,2013,2013,1,1,8,8*,-,0,0,Scotland
RML Taylor, MRJ Watt,2016-2016,2016,2016,1,0,8,8,8,0,0,Scotland
MH Cross, PL Mommsen,2016-2016,2016,2016,1,1,7,7*,-,0,0,Scotland
JH Davey, G Goudie,2012-2012,2012,2012,1,0,7,7,7,0,0,Scotland
R Flannigan, RM Haq,2012-2012,2012,2012,1,1,7,7*,-,0,0,Scotland
MA Leask, SM Sharif,2015-2018,2015,2018,2,1,7,6*,7,0,0,Scotland
RT Lyons, SJS Smith,2010-2010,2010,2010,1,0,7,7,7,0,0,Scotland
SM Sharif, MRJ Watt,2015-2016,2015,2016,2,0,7,5,3.5,0,0,Scotland
RD Berrington, RM Haq,2010-2010,2010,2010,1,0,6,6,6,0,0,Scotland
JH Davey, CD de Lange,2017-2017,2017,2017,1,0,6,6,6,0,0,Scotland
JH Davey, HG Munsey,2015-2015,2015,2015,1,1,6,6*,-,0,0,Scotland
GM Hamilton, SJS Smith,2010-2010,2010,2010,1,0,6,6,6,0,0,Scotland
RD Berrington, RML Taylor,2016-2016,2016,2016,1,0,5,5,5,0,0,Scotland
JAR Blain, GD Drummond,2008-2008,2008,2008,2,0,5,4,2.5,0,0,Scotland
DR Brown, DF Watts,2007-2007,2007,2007,1,0,5,5,5,0,0,Scotland
G Goudie, RM Haq,2010-2010,2010,2010,1,0,5,5,5,0,0,Scotland
D Murphy, SM Sharif,2013-2013,2013,2013,2,1,5,5*,5,0,0,Scotland
KJ Coetzer, CD Wallace,2012-2012,2012,2012,1,0,4,4,4,0,0,Scotland
JH Davey, MRJ Watt,2016-2016,2016,2016,1,0,4,4,4,0,0,Scotland
G Goudie, D Murphy,2013-2013,2013,2013,1,0,4,4,4,0,0,Scotland
CS MacLeod, CB Sole,2018-2018,2018,2018,1,0,4,4,4,0,0,Scotland
SM Sharif, RML Taylor,2013-2016,2013,2016,2,1,4,3*,4,0,0,Scotland
RD Berrington, SJS Smith,2010-2010,2010,2010,2,0,3,3,1.5,0,0,Scotland
KJ Coetzer, SM Sharif,2017-2017,2017,2017,1,0,3,3,3,0,0,Scotland
RD Berrington, SM Sharif,2016-2016,2016,2016,1,0,2,2,2,0,0,Scotland
JAR Blain, RM Haq,2007-2008,2007,2008,2,1,2,2*,2,0,0,Scotland
KJ Coetzer, CJO Smith,2008-2009,2008,2009,2,0,2,2,1,0,0,Scotland
MH Cross, RML Taylor,2013-2013,2013,2013,1,0,2,2,2,0,0,Scotland
CD de Lange, MRJ Watt,2017-2017,2017,2017,1,0,2,2,2,0,0,Scotland
GD Drummond, RM Haq,2009-2010,2009,2010,2,0,2,2,1,0,0,Scotland
GD Drummond, GI Maiden,2008-2008,2008,2008,1,0,2,2,2,0,0,Scotland
GD Drummond, PL Mommsen,2012-2012,2012,2012,1,0,2,2,2,0,0,Scotland
CS MacLeod, MRJ Watt,2018-2018,2018,2018,1,0,2,2,2,0,0,Scotland
DR Brown, CJO Smith,2007-2007,2007,2007,1,0,1,1,1,0,0,Scotland
NM Carter, RM Haq,2013-2013,2013,2013,1,0,1,1,1,0,0,Scotland
AC Evans, SM Sharif,2015-2016,2015,2016,2,1,1,1*,1,0,0,Scotland
R Flannigan, G Goudie,2012-2012,2012,2012,1,0,1,1,1,0,0,Scotland
G Goudie, SM Sharif,2013-2013,2013,2013,1,0,1,1,1,0,0,Scotland
RM Haq, I Wardlaw,2013-2013,2013,2013,1,0,1,1,1,0,0,Scotland
NFI McCallum, NS Poonia,2008-2008,2008,2008,1,0,1,1,1,0,0,Scotland
NFI McCallum, JH Stander,2010-2010,2010,2010,1,0,1,1,1,0,0,Scotland
KJ Coetzer, MA Leask,2015-2015,2015,2015,1,0,0,0,0,0,0,Scotland
GD Drummond, GM Hamilton,2010-2010,2010,2010,1,0,0,0,0,0,0,Scotland
GD Drummond, RT Lyons,2010-2010,2010,2010,1,0,0,0,0,0,0,Scotland
GD Drummond, NS Poonia,2008-2008,2008,2008,1,0,0,0,0,0,0,Scotland
AC Evans, PL Mommsen,2015-2015,2015,2015,1,0,0,0,0,0,0,Scotland
AC Evans, CB Sole,2018-2018,2018,2018,1,0,0,0,0,0,0,Scotland
RM Haq, D Murphy,2013-2013,2013,2013,1,0,0,0,0,0,0,Scotland
RM Haq, SM Sharif,2013-2013,2013,2013,1,0,0,0,0,0,0,Scotland
NFI McCallum, GI Maiden,2008-2008,2008,2008,1,0,0,0,0,0,0,Scotland
MW Machan, SM Sharif,2013-2013,2013,2013,1,0,0,0,0,0,0,Scotland
CS MacLeod, GA Rogers,2009-2009,2009,2009,1,0,0,0,0,0,0,Scotland
PL Mommsen, MRJ Watt,2015-2015,2015,2015,1,0,0,0,0,0,0,Scotland
NS Poonia, JH Stander,2009-2009,2009,2009,1,0,0,0,0,0,0,Scotland
CJO Smith, JH Stander,2009-2009,2009,2009,1,0,0,0,0,0,0,Scotland
Aamir Kaleem, Adnan Ilyas,N/A,N/A,N/A,6,0,262,101,43.66,1,0,Oman
Khawar Ali, Zeeshan Maqsood,N/A,N/A,N/A,9,0,203,69,22.55,0,1,Oman
Aqib Ilyas, Zeeshan Maqsood,N/A,N/A,N/A,8,1,145,36,20.71,0,0,Oman
Jatinder Singh, Zeeshan Maqsood,N/A,N/A,N/A,5,0,132,72,26.4,0,1,Oman
Jatinder Singh, Khawar Ali,N/A,N/A,N/A,4,0,96,44,24,0,0,Oman
Khurram Nawaz, Naseem Khushi,N/A,N/A,N/A,3,0,95,57,31.66,0,1,Oman
Adnan Ilyas, Jatinder Singh,N/A,N/A,N/A,5,0,84,30,16.8,0,0,Oman
Aqib Ilyas, Khawar Ali,N/A,N/A,N/A,4,0,77,29,19.25,0,0,Oman
Adnan Ilyas, Zeeshan Maqsood,N/A,N/A,N/A,4,0,68,33,17,0,0,Oman
Sultan Ahmed, Zeeshan Siddiqui,N/A,N/A,N/A,1,1,64,64*,-,0,1,Oman
