Player_1,Player_2,Innings_Span,First_Innings,Last_Innings,Number_of_Partnerships,Unbroken,Total_Runs,Highest_Runs,Avg_Runs_Per_Dismissal,Century_Partnerships,50Runs_Partnerships,Country,Player_Pairs
Amjad Javed, Shaiman Anwar,2014-2017,2014,2017,5,1,36,16,9,0,0,U.A.E.,Amjad Javed & Shaiman Anwar
Ghulam Shabber, Mohammad Naveed,2016-2018,2016,2018,2,0,36,35,18,0,0,U.A.E.,Ghulam Shabber & Mohammad Naveed
Amjad Gul, Rohan Mustafa,2015-2015,2015,2015,1,0,34,34,34,0,0,U.A.E.,Amjad Gul & Rohan Mustafa
Abdul Shakoor, Shaiman Anwar,2015-2015,2015,2015,1,0,33,33,33,0,0,U.A.E.,Abdul Shakoor & Shaiman Anwar
Mohammad Naveed, Shaiman Anwar,2016-2017,2016,2017,3,0,33,14,11,0,0,U.A.E.,Mohammad Naveed & Shaiman Anwar
Mohammad Naveed, Rohan Mustafa,2016-2017,2016,2017,3,0,29,24,9.66,0,0,U.A.E.,Mohammad Naveed & Rohan Mustafa
Shaiman Anwar, Usman Mushtaq,2016-2016,2016,2016,1,0,29,29,29,0,0,U.A.E.,Shaiman Anwar & Usman Mushtaq
Kamran Shazad, EHSN Silva,2014-2014,2014,2014,1,0,27,27,27,0,0,U.A.E.,Kamran Shazad & EHSN Silva
Mohammad Naveed, Muhammad Usman,2016-2016,2016,2016,3,1,26,15*,13,0,0,U.A.E.,Mohammad Naveed & Muhammad Usman
Mohammed Qasim, Rohan Mustafa,2016-2016,2016,2016,1,0,26,26,26,0,0,U.A.E.,Mohammed Qasim & Rohan Mustafa
Ahmed Raza, Mohammad Naveed,2016-2017,2016,2017,3,1,21,11,10.5,0,0,U.A.E.,Ahmed Raza & Mohammad Naveed
Fahad Tariq, Mohammad Naveed,2016-2016,2016,2016,1,0,21,21,21,0,0,U.A.E.,Fahad Tariq & Mohammad Naveed
Ahmed Raza, Amjad Javed,2014-2017,2014,2017,2,0,20,20,10,0,0,U.A.E.,Ahmed Raza & Amjad Javed
Amjad Ali, Mohammad Shahzad,2015-2015,2015,2015,2,1,19,16,19,0,0,U.A.E.,Amjad Ali & Mohammad Shahzad
Ghulam Shabber, Mohammed Qasim,2017-2017,2017,2017,1,1,19,19*,-,0,0,U.A.E.,Ghulam Shabber & Mohammed Qasim
Abdul Shakoor, Amjad Javed,2015-2015,2015,2015,1,0,17,17,17,0,0,U.A.E.,Abdul Shakoor & Amjad Javed
Abdul Shakoor, Fayyaz Ahmed,2015-2015,2015,2015,1,0,17,17,17,0,0,U.A.E.,Abdul Shakoor & Fayyaz Ahmed
Amjad Javed, Rameez Shahzad,2016-2016,2016,2016,1,0,17,17,17,0,0,U.A.E.,Amjad Javed & Rameez Shahzad
Chirag Suri, Rameez Shahzad,2018-2018,2018,2018,1,0,17,17,17,0,0,U.A.E.,Chirag Suri & Rameez Shahzad
Mohammad Naveed, Umair Ali,2015-2015,2015,2015,1,0,17,17,17,0,0,U.A.E.,Mohammad Naveed & Umair Ali
Ahmed Raza, Qadeer Ahmed,2016-2016,2016,2016,2,2,16,16*,-,0,0,U.A.E.,Ahmed Raza & Qadeer Ahmed
Saqlain Haider, Shaiman Anwar,2016-2016,2016,2016,1,0,16,16,16,0,0,U.A.E.,Saqlain Haider & Shaiman Anwar
V Shetty, EHSN Silva,2014-2014,2014,2014,1,0,16,16,16,0,0,U.A.E.,V Shetty & EHSN Silva
Adnan Mufti, Ghulam Shabber,2017-2017,2017,2017,1,1,14,14*,-,0,0,U.A.E.,Adnan Mufti & Ghulam Shabber
Mohammad Naveed, Qadeer Ahmed,2016-2016,2016,2016,1,0,14,14,14,0,0,U.A.E.,Mohammad Naveed & Qadeer Ahmed
Muhammad Usman, SP Patil,2016-2016,2016,2016,2,0,14,14,7,0,0,U.A.E.,Muhammad Usman & SP Patil
Amjad Ali, Shaiman Anwar,2015-2015,2015,2015,1,0,13,13,13,0,0,U.A.E.,Amjad Ali & Shaiman Anwar
Amjad Javed, EHSN Silva,2014-2014,2014,2014,1,0,13,13,13,0,0,U.A.E.,Amjad Javed & EHSN Silva
Amjad Ali, Khurram Khan,2014-2014,2014,2014,2,0,12,11,6,0,0,U.A.E.,Amjad Ali & Khurram Khan
Farhan Ahmed, Muhammad Usman,2016-2016,2016,2016,1,0,12,12,12,0,0,U.A.E.,Farhan Ahmed & Muhammad Usman
Abdul Shakoor, Mohammad Naveed,2015-2015,2015,2015,1,0,11,11,11,0,0,U.A.E.,Abdul Shakoor & Mohammad Naveed
Faizan Asif, Shaiman Anwar,2014-2015,2014,2015,2,0,11,7,5.5,0,0,U.A.E.,Faizan Asif & Shaiman Anwar
Muhammad Usman, Rohan Mustafa,2016-2016,2016,2016,1,0,11,11,11,0,0,U.A.E.,Muhammad Usman & Rohan Mustafa
Adnan Mufti, Rameez Shahzad,2017-2017,2017,2017,1,0,10,10,10,0,0,U.A.E.,Adnan Mufti & Rameez Shahzad
Muhammad Usman, Qadeer Ahmed,2016-2016,2016,2016,1,0,10,10,10,0,0,U.A.E.,Muhammad Usman & Qadeer Ahmed
Amjad Javed, Umair Ali,2015-2015,2015,2015,1,0,9,9,9,0,0,U.A.E.,Amjad Javed & Umair Ali
Mohammed Qasim, Muhammad Usman,2017-2017,2017,2017,1,0,9,9,9,0,0,U.A.E.,Mohammed Qasim & Muhammad Usman
Muhammad Kaleem, Shaiman Anwar,2016-2016,2016,2016,2,0,9,9,4.5,0,0,U.A.E.,Muhammad Kaleem & Shaiman Anwar
Muhammad Usman, Saqlain Haider,2016-2016,2016,2016,1,0,9,9,9,0,0,U.A.E.,Muhammad Usman & Saqlain Haider
SP Patil, Saqlain Haider,2016-2016,2016,2016,1,0,9,9,9,0,0,U.A.E.,SP Patil & Saqlain Haider
Amjad Gul, Rameez Shahzad,2016-2016,2016,2016,1,0,8,8,8,0,0,U.A.E.,Amjad Gul & Rameez Shahzad
Rohan Mustafa, V Shetty,2014-2014,2014,2014,1,1,8,8*,-,0,0,U.A.E.,Rohan Mustafa & V Shetty
Amjad Ali, SP Patil,2015-2015,2015,2015,1,0,7,7,7,0,0,U.A.E.,Amjad Ali & SP Patil
Mohammad Naveed, Usman Mushtaq,2016-2016,2016,2016,1,1,7,7*,-,0,0,U.A.E.,Mohammad Naveed & Usman Mushtaq
Muhammad Kaleem, Muhammad Usman,2016-2016,2016,2016,2,0,7,7,3.5,0,0,U.A.E.,Muhammad Kaleem & Muhammad Usman
Abdul Shakoor, SP Patil,2015-2015,2015,2015,2,0,6,3,3,0,0,U.A.E.,Abdul Shakoor & SP Patil
Ahmed Raza, Shaiman Anwar,2016-2017,2016,2017,2,0,6,5,3,0,0,U.A.E.,Ahmed Raza & Shaiman Anwar
Ghulam Shabber, Mohammad Shahzad,2017-2017,2017,2017,1,0,6,6,6,0,0,U.A.E.,Ghulam Shabber & Mohammad Shahzad
Ahmed Raza, Muhammed Shanil,2016-2016,2016,2016,1,1,5,5*,-,0,0,U.A.E.,Ahmed Raza & Muhammed Shanil
Amjad Gul, Shaiman Anwar,2016-2016,2016,2016,1,0,5,5,5,0,0,U.A.E.,Amjad Gul & Shaiman Anwar
Amjad Javed, Mohammad Tauqir,2015-2015,2015,2015,1,0,5,5,5,0,0,U.A.E.,Amjad Javed & Mohammad Tauqir
Mohammad Naveed, Saqlain Haider,2016-2016,2016,2016,1,1,5,5*,-,0,0,U.A.E.,Mohammad Naveed & Saqlain Haider
SP Patil, Umair Ali,2015-2015,2015,2015,1,0,5,5,5,0,0,U.A.E.,SP Patil & Umair Ali
Abdul Shakoor, Umair Ali,2015-2015,2015,2015,2,1,4,4*,4,0,0,U.A.E.,Abdul Shakoor & Umair Ali
Fahad Tariq, Shaiman Anwar,2016-2016,2016,2016,2,0,4,4,2,0,0,U.A.E.,Fahad Tariq & Shaiman Anwar
Mohammad Naveed, Zaheer Maqsood,2016-2016,2016,2016,1,0,3,3,3,0,0,U.A.E.,Mohammad Naveed & Zaheer Maqsood
Mohammad Tauqir, Umair Ali,2015-2015,2015,2015,1,1,3,3*,-,0,0,U.A.E.,Mohammad Tauqir & Umair Ali
SP Patil, Usman Mushtaq,2016-2016,2016,2016,1,0,3,3,3,0,0,U.A.E.,SP Patil & Usman Mushtaq
Amjad Javed, Khurram Khan,2014-2014,2014,2014,1,0,2,2,2,0,0,U.A.E.,Amjad Javed & Khurram Khan
Amjad Javed, V Shetty,2014-2014,2014,2014,1,0,2,2,2,0,0,U.A.E.,Amjad Javed & V Shetty
Fahad Tariq, Muhammad Usman,2016-2016,2016,2016,2,0,2,1,1,0,0,U.A.E.,Fahad Tariq & Muhammad Usman
Fahad Tariq, Rohan Mustafa,2016-2016,2016,2016,1,0,2,2,2,0,0,U.A.E.,Fahad Tariq & Rohan Mustafa
AM Guruge, Mohammad Naveed,2015-2015,2015,2015,1,0,2,2,2,0,0,U.A.E.,AM Guruge & Mohammad Naveed
SP Patil, Rohan Mustafa,2014-2016,2014,2016,2,0,2,1,1,0,0,U.A.E.,SP Patil & Rohan Mustafa
Rohan Mustafa, L Sreekumar,2017-2017,2017,2017,1,0,2,2,2,0,0,U.A.E.,Rohan Mustafa & L Sreekumar
Amjad Ali, Rohan Mustafa,2014-2014,2014,2014,1,0,1,1,1,0,0,U.A.E.,Amjad Ali & Rohan Mustafa
Faizan Asif, Khurram Khan,2014-2014,2014,2014,1,0,1,1,1,0,0,U.A.E.,Faizan Asif & Khurram Khan
AM Guruge, Kamran Shazad,2014-2014,2014,2014,1,0,1,1,1,0,0,U.A.E.,AM Guruge & Kamran Shazad
AM Guruge, EHSN Silva,2014-2014,2014,2014,1,1,1,1*,-,0,0,U.A.E.,AM Guruge & EHSN Silva
Kamran Shazad, V Shetty,2014-2014,2014,2014,1,0,1,1,1,0,0,U.A.E.,Kamran Shazad & V Shetty
Muhammad Kaleem, SP Patil,2016-2016,2016,2016,1,0,1,1,1,0,0,U.A.E.,Muhammad Kaleem & SP Patil
Ashfaq Ahmed, Chirag Suri,2018-2018,2018,2018,1,0,0,0,0,0,0,U.A.E.,Ashfaq Ahmed & Chirag Suri
Chirag Suri, Rohan Mustafa,2018-2018,2018,2018,1,0,0,0,0,0,0,U.A.E.,Chirag Suri & Rohan Mustafa
Ghulam Shabber, Rohan Mustafa,2017-2017,2017,2017,1,0,0,0,0,0,0,U.A.E.,Ghulam Shabber & Rohan Mustafa
Mohammad Naveed, Muhammed Shanil,2016-2016,2016,2016,1,0,0,0,0,0,0,U.A.E.,Mohammad Naveed & Muhammed Shanil
Mohammad Shahzad, Rameez Shahzad,2017-2017,2017,2017,1,0,0,0,0,0,0,U.A.E.,Mohammad Shahzad & Rameez Shahzad
CH Gayle, MN Samuels,2007-2016,2007,2016,18,0,576,152,32,1,2,West Indies,CH Gayle & MN Samuels
CH Gayle, DR Smith,2012-2015,2012,2015,15,0,537,97,35.8,0,4,West Indies,CH Gayle & DR Smith
MN Samuels, LMP Simmons,2011-2017,2011,2017,22,1,455,76*,21.66,0,1,West Indies,MN Samuels & LMP Simmons
DJ Bravo, MN Samuels,2007-2016,2007,2016,15,2,434,75,33.38,0,3,West Indies,DJ Bravo & MN Samuels
DJ Bravo, KA Pollard,2009-2016,2009,2016,12,1,400,65*,36.36,0,4,West Indies,DJ Bravo & KA Pollard
J Charles, CH Gayle,2012-2016,2012,2016,15,0,363,103,24.2,1,2,West Indies,J Charles & CH Gayle
DJ Bravo, LMP Simmons,2009-2016,2009,2016,12,1,340,85*,30.9,0,3,West Indies,DJ Bravo & LMP Simmons
E Lewis, MN Samuels,2017-2017,2017,2017,6,1,320,112*,64,1,2,West Indies,E Lewis & MN Samuels
DJ Bravo, DJG Sammy,2007-2015,2007,2015,12,3,261,71,29,0,1,West Indies,DJ Bravo & DJG Sammy
KA Pollard, DJG Sammy,2010-2015,2010,2015,11,1,249,56,24.9,0,2,West Indies,KA Pollard & DJG Sammy
S Chanderpaul, CH Gayle,2007-2010,2007,2010,7,0,235,80,33.57,0,1,West Indies,S Chanderpaul & CH Gayle
CH Gayle, E Lewis,2017-2018,2017,2018,3,0,234,82,78,0,3,West Indies,CH Gayle & E Lewis
CH Gayle, KA Pollard,2009-2012,2009,2012,4,1,225,108*,75,1,1,West Indies,CH Gayle & KA Pollard
AD Russell, MN Samuels,2011-2018,2011,2018,9,2,212,58*,30.28,0,1,West Indies,AD Russell & MN Samuels
CH Gayle, LMP Simmons,2007-2014,2007,2014,9,0,196,51,21.77,0,1,West Indies,CH Gayle & LMP Simmons
J Charles, ADS Fletcher,2014-2016,2014,2016,8,0,186,62,23.25,0,1,West Indies,J Charles & ADS Fletcher
ADS Fletcher, CH Gayle,2009-2018,2009,2018,8,0,183,133,22.87,1,0,West Indies,ADS Fletcher & CH Gayle
J Charles, E Lewis,2016-2016,2016,2016,5,0,182,126,36.4,1,0,West Indies,J Charles & E Lewis
S Chanderpaul, DS Smith,2007-2007,2007,2007,2,0,179,95,89.5,0,2,West Indies,S Chanderpaul & DS Smith
J Charles, LMP Simmons,2013-2016,2013,2016,5,0,179,97,35.8,0,1,West Indies,J Charles & LMP Simmons
DM Bravo, MN Samuels,2011-2012,2011,2012,4,0,174,66,43.5,0,2,West Indies,DM Bravo & MN Samuels
DJ Bravo, S Chanderpaul,2006-2010,2006,2010,6,1,173,68,34.6,0,2,West Indies,DJ Bravo & S Chanderpaul
D Ramdin, MN Samuels,2007-2018,2007,2018,7,0,172,59,24.57,0,2,West Indies,D Ramdin & MN Samuels
DJ Bravo, RR Sarwan,2009-2010,2009,2010,4,0,163,77,40.75,0,2,West Indies,DJ Bravo & RR Sarwan
J Charles, DR Smith,2011-2014,2011,2014,5,0,160,72,32,0,2,West Indies,J Charles & DR Smith
CH Gayle, DS Smith,2007-2007,2007,2007,3,0,158,145,52.66,1,0,West Indies,CH Gayle & DS Smith
ADS Fletcher, MN Samuels,2015-2018,2015,2018,10,1,156,72,17.33,0,1,West Indies,ADS Fletcher & MN Samuels
ADS Fletcher, LMP Simmons,2009-2015,2009,2015,6,0,151,66,25.16,0,1,West Indies,ADS Fletcher & LMP Simmons
MN Samuels, CAK Walton,2017-2018,2017,2018,6,0,149,50,24.83,0,1,West Indies,MN Samuels & CAK Walton
SD Hope, E Lewis,2018-2018,2018,2018,3,0,145,76,48.33,0,2,West Indies,SD Hope & E Lewis
DJ Bravo, ADS Fletcher,2008-2016,2008,2016,8,1,140,38*,20,0,0,West Indies,DJ Bravo & ADS Fletcher
S Chanderpaul, RR Sarwan,2007-2010,2007,2010,7,2,138,37*,27.6,0,0,West Indies,S Chanderpaul & RR Sarwan
ADS Fletcher, AD Russell,2015-2018,2015,2018,5,1,137,55*,34.25,0,1,West Indies,ADS Fletcher & AD Russell
E Lewis, CAK Walton,2017-2017,2017,2017,7,0,127,42,18.14,0,0,West Indies,E Lewis & CAK Walton
J Charles, MN Samuels,2011-2016,2011,2016,9,0,126,32,14,0,0,West Indies,J Charles & MN Samuels
KA Pollard, D Ramdin,2008-2018,2008,2018,8,0,118,68,14.75,0,1,West Indies,KA Pollard & D Ramdin
DJ Bravo, D Ramdin,2006-2016,2006,2016,6,1,116,41,23.2,0,0,West Indies,DJ Bravo & D Ramdin
DM Bravo, LMP Simmons,2011-2013,2011,2013,2,0,115,99,57.5,0,1,West Indies,DM Bravo & LMP Simmons
DJ Bravo, DR Smith,2007-2012,2007,2012,4,0,112,77,28,0,1,West Indies,DJ Bravo & DR Smith
DJ Bravo, CH Gayle,2009-2016,2009,2016,5,0,110,83,22,0,1,West Indies,DJ Bravo & CH Gayle
DM Bravo, ADS Fletcher,2011-2014,2011,2014,3,0,110,88,36.66,0,1,West Indies,DM Bravo & ADS Fletcher
KA Pollard, MN Samuels,2012-2017,2012,2017,8,1,110,37*,15.71,0,0,West Indies,KA Pollard & MN Samuels
D Ramdin, DJG Sammy,2010-2015,2010,2015,8,3,107,29*,21.4,0,0,West Indies,D Ramdin & DJG Sammy
AD Russell, LMP Simmons,2014-2016,2014,2016,5,1,105,80*,26.25,0,1,West Indies,AD Russell & LMP Simmons
ADS Fletcher, KA Pollard,2010-2016,2010,2016,5,0,104,37,20.8,0,0,West Indies,ADS Fletcher & KA Pollard
ADS Fletcher, R Powell,2018-2018,2018,2018,3,0,104,58,34.66,0,1,West Indies,ADS Fletcher & R Powell
RR Sarwan, LMP Simmons,2009-2009,2009,2009,2,0,102,60,51,0,1,West Indies,RR Sarwan & LMP Simmons
ADS Fletcher, D Ramdin,2014-2018,2014,2018,3,0,98,70,32.66,0,1,West Indies,ADS Fletcher & D Ramdin
JN Mohammed, MN Samuels,2017-2018,2017,2018,5,1,96,65*,24,0,1,West Indies,JN Mohammed & MN Samuels
D Ramdin, AD Russell,2014-2018,2014,2018,4,3,96,47*,96,0,0,West Indies,D Ramdin & AD Russell
LMP Simmons, DR Smith,2012-2015,2012,2015,6,0,95,48,15.83,0,0,West Indies,LMP Simmons & DR Smith
CH Gayle, AD Russell,2012-2016,2012,2016,2,1,92,70*,92,0,1,West Indies,CH Gayle & AD Russell
RS Morton, D Ramdin,2007-2010,2007,2010,2,0,89,73,44.5,0,1,West Indies,RS Morton & D Ramdin
DM Bravo, J Charles,2013-2013,2013,2013,1,0,88,88,88,0,1,West Indies,DM Bravo & J Charles
CH Gayle, XM Marshall,2008-2009,2008,2009,3,0,88,63,29.33,0,1,West Indies,CH Gayle & XM Marshall
SD Hope, N Pooran,2018-2018,2018,2018,2,0,88,47,44,0,0,West Indies,SD Hope & N Pooran
DM Bravo, N Pooran,2018-2018,2018,2018,1,1,87,87*,-,0,1,West Indies,DM Bravo & N Pooran
AD Russell, DJG Sammy,2012-2016,2012,2016,9,2,84,31,12,0,0,West Indies,AD Russell & DJG Sammy
JN Mohammed, D Ramdin,2018-2018,2018,2018,2,0,79,44,39.5,0,0,West Indies,JN Mohammed & D Ramdin
CR Brathwaite, SP Narine,2016-2017,2016,2017,3,0,78,38,26,0,0,West Indies,CR Brathwaite & SP Narine
E Lewis, AD Russell,2016-2016,2016,2016,1,0,78,78,78,0,1,West Indies,E Lewis & AD Russell
DJG Sammy, MN Samuels,2011-2016,2011,2016,7,1,78,34,13,0,0,West Indies,DJG Sammy & MN Samuels
CR Brathwaite, R Powell,2017-2018,2017,2018,5,0,76,26,15.2,0,0,West Indies,CR Brathwaite & R Powell
DJ Bravo, AD Russell,2012-2016,2012,2016,6,1,76,22,15.2,0,0,West Indies,DJ Bravo & AD Russell
E Lewis, JN Mohammed,2017-2017,2017,2017,1,0,76,76,76,0,1,West Indies,E Lewis & JN Mohammed
D Ramdin, LMP Simmons,2014-2014,2014,2014,1,0,73,73,73,0,1,West Indies,D Ramdin & LMP Simmons
CR Brathwaite, MN Samuels,2016-2017,2016,2017,3,1,72,54*,36,0,1,West Indies,CR Brathwaite & MN Samuels
CR Brathwaite, JO Holder,2017-2017,2017,2017,3,0,71,37,23.66,0,0,West Indies,CR Brathwaite & JO Holder
N Deonarine, DJG Sammy,2010-2010,2010,2010,3,1,69,40*,34.5,0,0,West Indies,N Deonarine & DJG Sammy
CR Brathwaite, KA Pollard,2015-2017,2015,2017,5,0,68,31,13.6,0,0,West Indies,CR Brathwaite & KA Pollard
SO Hetmyer, SD Hope,2018-2018,2018,2018,4,0,67,51,16.75,0,1,West Indies,SO Hetmyer & SD Hope
DJ Bravo, JE Taylor,2016-2016,2016,2016,1,0,66,66,66,0,1,West Indies,DJ Bravo & JE Taylor
CD Barnwell, DP Hyatt,2011-2011,2011,2011,3,1,65,50*,32.5,0,1,West Indies,CD Barnwell & DP Hyatt
R Powell, AD Russell,2018-2018,2018,2018,2,1,60,41*,60,0,0,West Indies,R Powell & AD Russell
CH Gayle, D Ramdin,2009-2016,2009,2016,2,0,57,46,28.5,0,0,West Indies,CH Gayle & D Ramdin
KA Pollard, RR Sarwan,2008-2010,2008,2010,6,1,56,27*,11.2,0,0,West Indies,KA Pollard & RR Sarwan
CH Gayle, RR Sarwan,2008-2010,2008,2010,5,0,55,27,11,0,0,West Indies,CH Gayle & RR Sarwan
XM Marshall, WKD Perkins,2008-2008,2008,2008,1,0,53,53,53,0,1,West Indies,XM Marshall & WKD Perkins
ADS Fletcher, RR Sarwan,2009-2010,2009,2010,3,0,51,34,17,0,0,West Indies,ADS Fletcher & RR Sarwan
SP Narine, JE Taylor,2015-2016,2015,2016,2,0,50,25,25,0,0,West Indies,SP Narine & JE Taylor
DJG Sammy, JE Taylor,2008-2010,2008,2010,4,2,49,30*,24.5,0,0,West Indies,DJG Sammy & JE Taylor
DJ Bravo, SP Narine,2012-2016,2012,2016,3,0,48,47,16,0,0,West Indies,DJ Bravo & SP Narine
DM Bravo, D Ramdin,2018-2018,2018,2018,2,0,47,32,23.5,0,0,West Indies,DM Bravo & D Ramdin
ADS Fletcher, DS Smith,2009-2009,2009,2009,1,0,46,46,46,0,0,West Indies,ADS Fletcher & DS Smith
ADS Fletcher, CAK Walton,2014-2018,2014,2018,7,0,46,26,6.57,0,0,West Indies,ADS Fletcher & CAK Walton
AR Nurse, JE Taylor,2017-2018,2017,2018,3,0,45,28,15,0,0,West Indies,AR Nurse & JE Taylor
R Powell, D Ramdin,2018-2018,2018,2018,1,0,45,45,45,0,0,West Indies,R Powell & D Ramdin
CR Brathwaite, AD Russell,2016-2018,2016,2018,2,0,44,32,22,0,0,West Indies,CR Brathwaite & AD Russell
XM Marshall, RR Sarwan,2008-2008,2008,2008,1,0,44,44,44,0,0,West Indies,XM Marshall & RR Sarwan
DJG Sammy, LMP Simmons,2012-2014,2012,2014,3,0,43,23,14.33,0,0,West Indies,DJG Sammy & LMP Simmons
ADS Fletcher, SD Hope,2017-2017,2017,2017,1,0,42,42,42,0,0,West Indies,ADS Fletcher & SD Hope
CH Gayle, DJG Sammy,2009-2010,2009,2010,2,0,41,39,20.5,0,0,West Indies,CH Gayle & DJG Sammy
S Chanderpaul, ADS Fletcher,2010-2010,2010,2010,3,1,40,19,20,0,0,West Indies,S Chanderpaul & ADS Fletcher
TM Dowlin, FL Reifer,2009-2009,2009,2009,1,0,40,40,40,0,0,West Indies,TM Dowlin & FL Reifer
AR Nurse, R Powell,2017-2018,2017,2018,3,0,39,23,13,0,0,West Indies,AR Nurse & R Powell
DJ Bravo, J Charles,2012-2016,2012,2016,3,0,38,26,12.66,0,0,West Indies,DJ Bravo & J Charles
DM Bravo, SO Hetmyer,2018-2018,2018,2018,2,0,37,26,18.5,0,0,West Indies,DM Bravo & SO Hetmyer
DM Bravo, KA Pollard,2012-2018,2012,2018,3,0,37,19,12.33,0,0,West Indies,DM Bravo & KA Pollard
S Chanderpaul, D Ramdin,2007-2010,2007,2010,3,1,37,19*,18.5,0,0,West Indies,S Chanderpaul & D Ramdin
N Pooran, R Powell,2018-2018,2018,2018,1,0,37,37,37,0,0,West Indies,N Pooran & R Powell
SO Hetmyer, R Powell,2018-2018,2018,2018,2,0,36,36,18,0,0,West Indies,SO Hetmyer & R Powell
KA Pollard, AD Russell,2013-2015,2013,2015,5,0,36,16,7.2,0,0,West Indies,KA Pollard & AD Russell
J Charles, DP Hyatt,2011-2011,2011,2011,1,0,35,35,35,0,0,West Indies,J Charles & DP Hyatt
N Pooran, MN Samuels,2016-2016,2016,2016,1,0,35,35,35,0,0,West Indies,N Pooran & MN Samuels
CR Brathwaite, KMA Paul,2018-2018,2018,2018,1,0,33,33,33,0,0,West Indies,CR Brathwaite & KMA Paul
ADS Fletcher, DJG Sammy,2010-2014,2010,2014,2,0,32,21,16,0,0,West Indies,ADS Fletcher & DJG Sammy
E Lewis, R Powell,2018-2018,2018,2018,1,0,32,32,32,0,0,West Indies,E Lewis & R Powell
XM Marshall, LMP Simmons,2009-2009,2009,2009,1,0,32,32,32,0,0,West Indies,XM Marshall & LMP Simmons
KMA Paul, N Pooran,2018-2018,2018,2018,1,1,32,32*,-,0,0,West Indies,KMA Paul & N Pooran
S Badree, NO Miller,2014-2014,2014,2014,1,1,31,31*,-,0,0,West Indies,S Badree & NO Miller
S Badree, SP Narine,2012-2016,2012,2016,4,1,31,10,10.33,0,0,West Indies,S Badree & SP Narine
CR Brathwaite, ADS Fletcher,2018-2018,2018,2018,1,0,31,31,31,0,0,West Indies,CR Brathwaite & ADS Fletcher
ADS Fletcher, DR Smith,2014-2014,2014,2014,2,0,29,27,14.5,0,0,West Indies,ADS Fletcher & DR Smith
NE Bonner, DM Bravo,2012-2012,2012,2012,1,0,28,28,28,0,0,West Indies,NE Bonner & DM Bravo
NO Miller, DJG Sammy,2010-2010,2010,2010,3,1,28,15*,14,0,0,West Indies,NO Miller & DJG Sammy
S Chanderpaul, WW Hinds,2006-2006,2006,2006,1,0,27,27,27,0,0,West Indies,S Chanderpaul & WW Hinds
N Deonarine, D Ramdin,2010-2010,2010,2010,2,0,27,21,13.5,0,0,West Indies,N Deonarine & D Ramdin
MN Samuels, DS Smith,2007-2007,2007,2007,2,0,27,18,13.5,0,0,West Indies,MN Samuels & DS Smith
TM Dowlin, CH Gayle,2010-2010,2010,2010,1,0,26,26,26,0,0,West Indies,TM Dowlin & CH Gayle
AB Barath, LMP Simmons,2011-2011,2011,2011,1,0,25,25,25,0,0,West Indies,AB Barath & LMP Simmons
CR Brathwaite, D Ramdin,2011-2018,2011,2018,3,1,25,13,12.5,0,0,West Indies,CR Brathwaite & D Ramdin
KMA Paul, R Powell,2018-2018,2018,2018,2,0,25,13,12.5,0,0,West Indies,KMA Paul & R Powell
D Ramdin, RR Sarwan,2007-2010,2007,2010,3,0,25,16,8.33,0,0,West Indies,D Ramdin & RR Sarwan
FA Allen, KMA Paul,2018-2018,2018,2018,1,0,24,24,24,0,0,West Indies,FA Allen & KMA Paul
S Chanderpaul, RS Morton,2007-2008,2007,2008,2,0,24,17,12,0,0,West Indies,S Chanderpaul & RS Morton
RR Emrit, KMA Paul,2018-2018,2018,2018,2,0,24,18,12,0,0,West Indies,RR Emrit & KMA Paul
RS Morton, DR Smith,2007-2010,2007,2010,3,0,24,12,8,0,0,West Indies,RS Morton & DR Smith
RR Sarwan, DR Smith,2007-2007,2007,2007,1,0,24,24,24,0,0,West Indies,RR Sarwan & DR Smith
CR Brathwaite, N Pooran,2016-2018,2016,2018,2,0,23,17,11.5,0,0,West Indies,CR Brathwaite & N Pooran
SS Cottrell, KMA Paul,2018-2018,2018,2018,1,0,23,23,23,0,0,West Indies,SS Cottrell & KMA Paul
TM Dowlin, KA Pollard,2010-2010,2010,2010,1,0,23,23,23,0,0,West Indies,TM Dowlin & KA Pollard
SE Findlay, RR Sarwan,2008-2008,2008,2008,1,0,23,23,23,0,0,West Indies,SE Findlay & RR Sarwan
MN Samuels, DR Smith,2007-2014,2007,2014,4,0,23,9,5.75,0,0,West Indies,MN Samuels & DR Smith
CD Barnwell, MN Samuels,2011-2011,2011,2011,1,0,22,22,22,0,0,West Indies,CD Barnwell & MN Samuels
ADS Fletcher, KOA Powell,2014-2014,2014,2014,1,0,22,22,22,0,0,West Indies,ADS Fletcher & KOA Powell
RS Morton, DS Smith,2007-2007,2007,2007,1,0,22,22,22,0,0,West Indies,RS Morton & DS Smith
KMA Paul, K Pierre,2018-2018,2018,2018,1,1,22,22*,-,0,0,West Indies,KMA Paul & K Pierre
MN Samuels, RR Sarwan,2007-2007,2007,2007,1,0,22,22,22,0,0,West Indies,MN Samuels & RR Sarwan
AB Barath, S Chanderpaul,2010-2010,2010,2010,1,0,21,21,21,0,0,West Indies,AB Barath & S Chanderpaul
SJ Benn, JE Taylor,2008-2010,2008,2010,3,3,21,16*,-,0,0,West Indies,SJ Benn & JE Taylor
S Chanderpaul, LMP Simmons,2009-2009,2009,2009,1,0,21,21,21,0,0,West Indies,S Chanderpaul & LMP Simmons
